Authors,DOI,Latitude,Longitude,Thaw Type (abrupt vs gradual),Feature Type,Site Name
Jones & Zuck,doi:10.5066/F7H70CXB,70.006057,-152.449661,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006212,-152.689715,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006313,-152.870678,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006345,-152.221821,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006535,-152.286379,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006571,-151.729984,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.00666,-152.954645,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006814,-152.494698,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.006993,-153.355546,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007273,-153.860203,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007474,-152.766038,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007594,-153.654637,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007672,-152.150662,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007801,-153.536134,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.007909,-151.802844,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008142,-152.2371,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008223,-152.439646,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008282,-154.000794,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008501,-152.794283,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008663,-152.003003,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.008998,-152.52335,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009051,-153.567046,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009116,-152.732129,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009225,-153.903309,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009294,-153.527394,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009317,-152.38245,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009437,-152.410177,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009444,-153.383109,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009453,-152.099289,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.00957,-152.197574,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009571,-152.436497,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.009743,-152.161913,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010144,-153.445266,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010146,-152.553916,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010176,-151.977141,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010441,-152.235405,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010624,-153.936128,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010637,-151.887719,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010893,-152.814686,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010917,-153.472186,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.010919,-153.502816,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011029,-153.326305,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011118,-152.18804,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011244,-152.501582,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01137,-152.217759,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01143,-153.879305,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011482,-152.675455,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011505,-152.075754,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011511,-153.094168,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011627,-153.724193,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011722,-152.841376,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011808,-151.763393,Abrupt,1,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",70.01188,-153.15335,Abrupt,Thermokarst lake,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011884,-153.153346,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01189,-152.937667,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.011898,-152.818219,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01203,-153.041682,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012078,-151.950818,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01215,-153.944702,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012296,-151.958451,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012307,-151.791811,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012309,-153.512587,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012365,-152.644666,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012381,-151.756129,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012427,-153.588092,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012515,-152.255173,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012607,-153.220988,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012749,-153.416665,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.012775,-152.425411,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013229,-153.392629,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013407,-152.086319,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013435,-153.99328,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013661,-153.519359,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013698,-152.326729,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013777,-152.668266,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013816,-151.930364,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.013895,-153.30011,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014343,-151.81538,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01437,-151.925474,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014376,-151.944508,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014406,-151.953421,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014416,-152.622143,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014745,-153.559479,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014749,-152.432606,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01475,-153.330177,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014768,-153.268746,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.014958,-151.969882,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015262,-152.661747,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015343,-152.79391,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015577,-153.422775,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015719,-153.032075,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015748,-152.477091,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01578,-152.329056,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015783,-153.394983,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015814,-151.791602,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01584,-152.191654,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015913,-151.932078,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.015956,-153.004537,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016093,-153.414666,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016338,-152.681705,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016354,-151.826306,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016502,-151.766192,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016691,-151.798862,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016718,-152.068912,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016788,-153.349376,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016801,-152.882617,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01691,-152.570321,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016918,-153.205356,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.016994,-153.864919,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.017036,-152.870118,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.017621,-152.642832,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.017645,-153.296639,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.017744,-153.968907,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01784,-152.646854,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018034,-153.704629,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018037,-152.447008,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01818,-151.733726,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018263,-151.947191,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018472,-152.548952,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018678,-152.557622,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.01871,-152.415732,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018759,-152.995505,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.018878,-151.725455,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019022,-151.936611,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019087,-152.438699,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019204,-153.292587,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019293,-153.777671,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019553,-152.069488,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.0196,-153.004406,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019719,-152.625193,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019995,-151.789193,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.019998,-152.989331,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.020143,-153.510544,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.020181,-153.578944,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.020478,-152.001127,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.020752,-152.646427,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021071,-152.224548,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02111,-152.158826,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021116,-151.975607,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021211,-152.687045,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021256,-153.79587,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021361,-153.348298,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021539,-152.368372,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.021614,-151.823983,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02192,-153.091126,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02254,-151.944136,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.022586,-152.449151,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.022588,-152.552067,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.022695,-152.75372,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.022859,-153.562111,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.023206,-153.907292,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.023223,-152.943417,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.023398,-152.561891,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02343,-151.961769,Abrupt,1,NA
Yating Chen et al. 2021,https://doi.org/10.5281/zenodo.4998099,70.0235,-149.367,Abrupt,thermokarst,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.023652,-151.715832,Abrupt,2,NA
Stolpmann et al. 2021,"https://doi.org/10.5194/bg-18-3917-2021, 2021.",70.02388,-153.16767,Abrupt,Thermokarst lake,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.023912,-153.246704,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024141,-153.226208,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024238,-153.738671,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02447,-151.933014,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024542,-153.827359,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024586,-153.11349,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024626,-151.95861,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024706,-151.995854,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024735,-151.806708,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024821,-153.649646,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024841,-152.405006,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.024866,-151.981882,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02508,-152.366471,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025162,-152.261302,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025182,-152.281542,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025201,-153.659775,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025232,-152.267553,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02548,-153.440699,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025543,-152.850468,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025545,-153.613166,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025677,-151.915761,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.025825,-152.559403,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02598,-151.983575,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026056,-152.668636,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026064,-153.472572,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026121,-153.413185,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026175,-153.673264,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026209,-153.666234,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026228,-152.52556,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026338,-152.554283,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.02636,-153.203704,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026481,-153.884335,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026528,-151.936944,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026679,-152.639019,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026768,-152.710209,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.026969,-153.491525,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027104,-152.425452,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027386,-151.74126,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027789,-153.65861,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027913,-152.623647,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027943,-152.232234,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.027947,-153.096697,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028178,-151.797501,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028407,-152.108638,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028437,-152.567678,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028458,-153.366786,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028482,-152.436391,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028517,-152.495174,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028567,-152.817465,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028582,-152.279788,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028585,-153.080801,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028647,-152.503481,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028866,-152.552734,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.028986,-152.923817,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029015,-151.901633,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029124,-153.669149,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029217,-151.941225,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029226,-151.780507,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029636,-153.33859,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029735,-153.695744,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029909,-152.452966,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.029948,-152.285849,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030212,-152.146225,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030312,-153.579072,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030426,-153.075073,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030497,-151.792268,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030728,-152.854351,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030858,-151.72906,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.030866,-152.798197,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031076,-151.835209,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031126,-152.193747,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031175,-152.956491,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031236,-152.476431,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031244,-153.670339,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031468,-153.67771,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031469,-153.661729,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031616,-153.766226,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031624,-152.105349,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03174,-152.742994,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031829,-151.894954,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031897,-152.405553,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03191,-152.50542,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.031965,-152.635391,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032013,-152.509911,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032145,-152.695956,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03216,-151.780575,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032211,-152.01715,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032394,-153.648372,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032466,-153.853716,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032944,-152.848273,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.032945,-152.376935,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.033107,-152.368775,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.033162,-152.259868,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03324,-152.655162,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.033445,-152.486399,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.033913,-152.477109,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.033915,-153.830173,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034089,-153.445099,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034203,-151.898636,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034341,-152.176218,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034579,-153.288256,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034591,-152.289316,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03462,-153.038675,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034747,-152.639353,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.034754,-153.700929,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035274,-152.63109,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035345,-153.227468,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035416,-153.719625,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035454,-152.790747,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035472,-152.193959,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035659,-153.816046,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035662,-152.859808,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.035823,-151.738656,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03602,-153.49487,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.03614,-152.265116,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036245,-153.182988,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036258,-152.623938,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036324,-153.656779,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036338,-152.3803,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036378,-153.539006,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036547,-152.642527,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.036626,-153.632131,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037049,-151.939507,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037058,-153.149303,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037074,-153.123752,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037266,-152.210046,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037469,-152.444785,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.037509,-153.41221,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.038103,-152.259708,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.038192,-151.793036,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.038454,-152.418667,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.038692,-151.902052,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039055,-152.985269,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039063,-153.731253,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039124,-151.664122,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039712,-152.466745,Abrupt,1,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039723,-152.372646,Abrupt,2,NA
Jones & Zuck,doi:10.5066/F7H70CXB,70.039739,-152.708771,Abrupt,2,NA
